Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Indapamida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Isossorbida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Isoxsuprina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Ivabradina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Levanlodipino;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Losartana Potassico;13
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Losartana Potassico/Anlodipino;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Losartana Potassico/Hidroclorotiazida;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Maleato De Enalapril;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Maleato De Enalapril/Hct;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Manidipina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Metildopa;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Metoprolol;14
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Metoprolol Succinato+Hidroclorotiazida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Monoetanolamina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Mononitrato De Isossorbida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Nitrendipino;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Olmesartan Medoxomil;12
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Olmesartan Medoxomil/Anlodipino;12
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Olmesartan Medoxomil/Hidroclorotiazida;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Olmesartan Medoxomil/Hidroclorotiazida /Anlodipino;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Olmesartana;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Oryza Sativa;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Perindopril;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Perindopril /Indapamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Perindopril/Anlodipino;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Perindopril/Indapamida/Anlodipino;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Pitavastatina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Propafenona;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Propatilnitrato;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Propranolol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Propranolol/Hidroclorotiazida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Ramipril;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Ramipril/Hidroclorotiazida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Rosuvastatina;39
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Rosuvastatina/Exetimibe;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Sinvastatina;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Succinato Metoprolol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Tartarato De Metoprolol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Telmisartana;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Telmisartano;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Telmisartano/Anlodipino;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Telmisartano/Hidroclorotiazida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Ticagrelor;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Trimetazidina;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartana/Hidroclorotiazida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartana/Hidroclorotiazida /Anlodipino;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartano;16
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartano/Anlodipino;14
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartano/Anlodipino/Hidroclorotiazida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsartano/Hidroclorotiazida;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Cardiologicos;Valsatano/Sacubitril;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Acetonido De Triancinolona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Acido Fusidico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Acido Fusidico/Betametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Adapaleno;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Adapaleno+Clindamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Alfaestradiol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Beta/Ac Salicilico;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Beta/Cetoc/Neomicina;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Beta/Cetoconazol;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Beta/Gentamicina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Bimatoprosta;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Calcipotriol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Clindamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Cloranfenicol/Colagenase;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Colagenase/Cloranfenicol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Desonida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Desonida/Gentamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Desoximetasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Dexa/Clotrimazol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Diflucortolona/Isoconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Dipropionato De Betametasona;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Extrato De Stryphnodendron Adstringens;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Fanciclovir;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Fibrinolisina /Desoxirriboclease /Cloranfenicol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Finasterida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Fludroxicortida;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Fluocinolona/Hidroquinona/Tretinoina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Fluorulacila;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Heparina Sodica;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Hialuronidase_topica;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Hidrocortisona Creme;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Isotretinoina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Lidocaina/Prilocaina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Metilprednisolona;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Micolamina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Miconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Miconazol(Bucal);2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Minoxidil;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Mometasona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Mometasona/Ac Fusidico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Mupirocina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Neomicina/Desoximetasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Neomicina/Fludroxicortida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Nitrato De Isoconazol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Peroxido De Benzoila;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Pimecrolimus;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Piroxicam;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Polypodium Leucotomos;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Prednicarbato;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Prop. Clobetasol;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Queratina Vit;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Tacrolimo;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Tretinoina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Triancinolona Queloide;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Dermatologicos;Valerato De Betametasona;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Alprostadil;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Cloridrato De Ioimbina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Iodenafila;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Sildenafila;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Tadalafila;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disfuncao Eretil;Vardenafila;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Aas Cardio;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Acido Epsilon Aminocaproico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Acido Tranexamico;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Clopidogrel;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Cloridrato De Prasugrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Dabigatrana;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Enoxaparina;11
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Ginkgo Biloba;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Rivaroxabana;19
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Tosilato De Edoxabana;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Coagulacao;Varfarina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Da Tireoide;Levotiroxina Sodica;47
Medicamentos;Medicamento Tarjado;Tarjado Marca;Disturbios Da Tireoide;Tiamazol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Fitoterapicos;Cloreto De Trospio/Incontinencia Uri;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Fitoterapicos;Fito Alergias;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Fitoterapicos;Ginkgo Biloba;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Dexlansoprazol;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Diidroergotamina/Dipirona/Cafeina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Esomeprazol;15
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Famotidina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Lanzo/Clarit/Amox;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Lanzoprazol;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Loperamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Omep/Claritro/Amox;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Omeprazol Magnesio;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Ornitina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Pancreatina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Pantoprazol;11
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Pantoprazol Magnesio;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Rabeprazol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Racecadotrila;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Schinus Terebenthifolius;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Sorbitol + Laurilsulfato De Sodio;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gastroenterologia;Sucralfato;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Acid. Poliacrilico;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Acido Ascorbico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Antib/Fung/Tricomonicida;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Benzoilmetronizol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Benzolimetronidazol/Nistatina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Butoconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Cloranfenicol/Colagenase;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Cloridrato Benzidamina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Clostebol/Neomicina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Fenticonazol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Gel Intimo;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Isoconazol;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Neomicina/Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Nitrato De Fenticonazol;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Oleo Primula;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Outros Ginecologicos;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Policresuleno;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Promestrieno;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Schinus Terebenthifolius;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Tinidazol/Miconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Tinidazol/Tioconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Ginecologicos;Tinidazol/Tioconazol/Secnidazol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gripe E Antialergico;Anas Baebariae Hepatis Et Cordis Extractum;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Gripe E Antialergico;Sulfacrisoidina/Benzocaina Spray;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Cabergolina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Cimicifuga Racemosa;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Clomifeno;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Dienogest;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Diidrogesterona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Estradiol;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Estradiol/Acet. Noretisterona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Estradiol/Diidrogesterona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Estradiol/Drospirenona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Estriol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Glycine Max;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Gosserrelina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Isoflavona;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Ocitocina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Progesterona;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Promestrieno;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Somatropina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Testosterona;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Tibolona;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Trifolium Pratense;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Undecanoato De Testosterona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Val Estradiol/Levonogestrel;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Val. Estradiol/Ciproterona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Hormonais;Vitex Agnus Castus;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Imunossupressor;Azatioprina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Incontinencia;Mirabegrona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Incontinencia;Oxibutinina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Incontinencia;Solifenacina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Incontinencia;Solifenacina + Tansulosina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Acido Gama-Aminobutirico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Acido Glutamico;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Acido Valerianico;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Acido Valproico;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Agomelatina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Alpinia Zerumbet;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Alprazolam;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Amantadina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Amissulprida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Anamirta Cocculus+Assoc;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Aripiprazol;16
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Bacopa Monnieri;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Brexpiprazol;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Bromazepam;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Canabidiol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Carbamazepina;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Carbidopa;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Carbonato De Litio;10
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cilostazol;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cinarizina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Citalopram;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Clobazam;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Clonazepam;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Amitriptilina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Betaistina;15
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Biperideno;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Bupropiona;18
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Buspirona;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Clomipramina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Clorpromazina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Donepezila;10
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Duloxetina;14
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Fluoxetina;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Metilfenidato;11
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Nortriptilina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Sertralina;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Tioridazina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Trazodona;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Cloridrato De Venlafaxina;13
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Clozapina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Decanoato De Haloperidol;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Desvenlafaxina;16
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Diazepam;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Divalproato De Sodio;13
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Donepezila+Memantina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Escitalopram;39
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Eszopiclona;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Fenitoina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Fenobarbital;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Flunarizina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Flunitrazepam;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Fluvoxamina;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Fumarato De Quetiapina;26
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Gabapentina;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Galantamina;9
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Ginkgo Biloba;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Haloperidol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Hemifumarato De Quetiapina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Imipramina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Lacosamida;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Lamotrigina;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Levetiracetam;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Leviracetam;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Levodopa;8
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Limesilato De Lisdexanfetamina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Lorazepam;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Lurasidona;5
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Maleato De Levomepromazina;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Maleato De Midazolam;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Memantina;24
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Mesilato De Safinamida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Mirtazapina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Modafinila;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Naltrexona;2
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Olanzapina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Oxalato De Escitalopram;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Oxcarbazepina;6
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Paliperidona;4
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Pantoprazol Magnesio;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Paroxetina;14
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Periciazina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Piracetam;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Piridostigmina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Pramipexol;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Pregabalina;29
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Primidona;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Ramelteona;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Rasagilina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Risperidona;19
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Rivastigmina;7
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Rotigotina;3
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Selegilina;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Sulpirida;1
Medicamentos;Medicamento Tarjado;Tarjado Marca;Neurologicos;Topiramato;9
